ID,cond,time,rel_time,dimension,stimulus,onset,controllerleftclick,controllerrightclick,stimulus_ue,2d_x,2d_y,playerlocationX,playerlocationY,playerlocationZ,playerrotationRoll,playerrotationPitch,playerrotationYaw,raydistance,rayimpactpointX,rayimpactpointY,rayimpactpointZ,rayhitcomponent,combined.gaze_direction_normalized.X,combined.gaze_direction_normalized.Y,combined.gaze_direction_normalized.Z,combined.gaze_origin_mm.X,combined.gaze_origin_mm.Y,combined.gaze_origin_mm.Z,left.eye_openness,left.gaze_direction_normalized.X,left.gaze_direction_normalized.Y,left.gaze_direction_normalized.Z,left.gaze_origin_mm.X,left.gaze_origin_mm.Y,left.gaze_origin_mm.Z,left.pupil_diameter_mm,left.pupil_position_in_sensor_area.X,left.pupil_position_in_sensor_area.Y,right.eye_openness,right.gaze_direction_normalized.X,right.gaze_direction_normalized.Y,right.gaze_direction_normalized.Z,right.gaze_origin_mm.X,right.gaze_origin_mm.Y,right.gaze_origin_mm.Z,right.pupil_diameter_mm,right.pupil_position_in_sensor_area.X,right.pupil_position_in_sensor_area.Y,left.eye_wide,right.eye_wide,left.pupil_diameter_clean,right.pupil_diameter_clean,combined.pupil_diameter_clean,combined.pupil_diameter_corr,time_diff,hitobject,head_x,head_y,head_z,gaze_angle_velo,head_angle_velo,head_loc_velo,2Dside
161,first,0.0,-3.054000000000002,3,10.0,0.0,3,0,Pause,2.483951192246697,128.912395078971,2.127464,-0.663579,117.015335,-1.356207,6.768089,-1.58873,160.423431,160.768723,5.435269,140.06781,partitionwall_15.StaticMeshComponent0 partitionwall,-0.112061,0.027054,0.993332,32.115143,1.811157,-32.768127,0.998735,-0.112442,0.027176,0.993271,32.480209,1.81781,-32.834564,3.81041,0.519833,0.565752,0.860731,-0.056076,0.009506,0.998367,-20.699112,0.847336,-23.156891,3.985764,0.185993,0.486928,0.0,0.0,3.81041,3.985764,3.898087,0.0074352500000003,0.0,wall,0.992649566128725,-0.02753180893102101,-0.1178509158277498,0.0,0.0,0.0,right
161,first,0.0230000000000103,-3.030999999999992,3,10.0,0.0,3,0,Pause,6.318435160161665,129.1295407334181,2.104239,-0.670481,117.026451,-1.39136,6.824697,-1.553102,160.958435,160.768768,12.869818,140.47493,partitionwall_15.StaticMeshComponent0 partitionwall,-0.109863,0.03421,0.993347,32.169556,1.82988,-32.839981,0.999676,-0.110184,0.034348,0.993317,32.484848,1.835754,-32.897736,3.784241,0.519383,0.564663,0.864524,-0.05574,0.010132,0.998383,-20.687912,0.844009,-23.156891,3.985123,0.185546,0.486928,0.0,0.0,3.784241,3.985123,3.884682,-0.0059697499999997,0.0230000000000103,wall,0.9925496162804112,-0.026911379476098164,-0.1188319690836685,22.21517729835529,2.902330402814456,1.159006553443547,right
161,first,0.0450000000000017,-3.0090000000000003,3,10.0,0.0,3,0,Pause,6.1489394009459,129.83021191082014,2.084963,-0.669515,117.036522,-1.4158,6.86936,-1.545642,161.149796,160.768768,12.539028,141.820145,partitionwall_15.StaticMeshComponent0 partitionwall,-0.082947,0.015106,0.996429,3.303894,1.262253,-27.477783,1.0,-0.111954,0.023804,0.993423,32.491638,1.835526,-32.900162,3.867477,0.519279,0.566329,0.913975,-0.059082,0.00795,0.998215,-20.655136,0.791672,-23.026779,3.988663,0.185279,0.487889,0.056194,0.0,3.867477,3.988663,3.92807,0.0374182499999999,0.021999999999991398,wall,0.9924602124542777,-0.02677964102734003,-0.1196059259470736,87.98814753593345,2.057863461322193,0.9895344645906896,right
161,first,0.0670000000000072,-2.9869999999999948,3,10.0,0.0,3,0,Pause,3.9456004861410183,128.22437915905994,2.069657,-0.670278,117.043709,-1.406815,6.856417,-1.530883,160.419357,160.768738,8.270679,138.700668,partitionwall_15.StaticMeshComponent0 partitionwall,-0.096634,0.017242,0.995163,18.767365,1.541885,-30.302689,1.0,-0.109863,0.021942,0.993698,32.499725,1.82309,-32.878128,3.862595,0.518696,0.566805,0.923763,-0.058578,0.003708,0.99826,-20.641174,0.73494,-22.911835,3.977081,0.18509,0.489443,0.054846,0.0,3.862595,3.977081,3.919838,0.0291862499999999,0.022000000000005508,wall,0.9924940615476886,-0.026524710344523552,-0.11938164655302955,39.45767082951387,0.8886788072065495,0.7693895481869241,right
161,first,0.0890000000000128,-2.964999999999989,3,10.0,0.0,3,0,Pause,5.05241413063643,128.37936999770284,2.049683,-0.668383,117.043259,-1.429919,6.844396,-1.549469,160.613068,160.768738,10.411495,138.998718,partitionwall_15.StaticMeshComponent0 partitionwall,-0.099838,0.021255,0.994766,22.814545,1.600052,-31.036331,1.0,-0.109177,0.02626,0.993668,32.507126,1.797485,-32.856277,3.878998,0.518318,0.566873,0.913861,-0.057785,-0.001175,0.998322,-20.639526,0.714951,-22.87709,3.976913,0.185002,0.490597,0.053081,0.0,3.878998,3.976913,3.9279555,0.0373037500000004,0.0220000000000056,wall,0.9925104210476682,-0.026847337690727936,-0.119173338338326,20.658058884983795,1.0010626831904024,0.912215313906313,right
161,first,0.1110000000000042,-2.942999999999998,3,10.0,0.0,3,0,Pause,5.283056378776339,128.6763108491103,2.031375,-0.670373,117.039574,-1.439215,6.814042,-1.57265,160.743042,160.768753,10.858816,139.574844,partitionwall_15.StaticMeshComponent0 partitionwall,-0.089249,0.012695,0.995926,10.78804,1.359207,-28.797119,1.0,-0.109329,0.026077,0.993652,32.510391,1.790787,-32.854095,3.882553,0.518219,0.567123,0.944757,-0.060135,-0.006668,0.998154,-20.632797,0.73494,-22.928802,3.973068,0.185002,0.491298,0.061988,0.0,3.882553,3.973068,3.9278105,0.0371587500000001,0.0219999999999914,wall,0.9925624500513164,-0.02725061897851654,-0.11864731987455648,37.99227695761275,1.7315294372045202,0.8536772535955287,right
161,first,0.1330000000000097,-2.9209999999999923,3,10.0,0.0,3,0,Pause,4.418054744436339,127.86745100488413,2.014008,-0.668907,117.036461,-1.395582,6.772768,-1.567827,160.436768,160.768738,9.181303,138.009201,partitionwall_15.StaticMeshComponent0 partitionwall,-0.082535,0.008041,0.996552,3.68782,1.214294,-27.46936,1.0,-0.109665,0.027435,0.993576,32.512192,1.782501,-32.851517,3.885315,0.518202,0.567189,0.944598,-0.05957,-0.008331,0.998184,-20.629303,0.73494,-22.928802,3.956024,0.184786,0.491544,0.063334,0.0,3.885315,3.956024,3.9206695,0.0300177499999998,0.022000000000005487,wall,0.9926499205140616,-0.027169399152853435,-0.11793201029873152,23.208400496223902,1.8886781650920472,0.8047542281766955,right
161,first,0.1560000000000059,-2.897999999999996,3,10.0,0.0,3,0,Pause,3.865083420868678,127.48208574151242,1.997471,-0.662267,117.037132,-1.33599,6.758356,-1.572721,160.29393,160.768723,8.103476,137.260391,partitionwall_15.StaticMeshComponent0 partitionwall,-0.038956,-0.00737,0.999207,24.011856,1.596344,-31.516891,1.0,-0.043243,-0.012619,0.998978,32.73703,1.821213,-33.204941,3.90863,0.500563,0.575023,0.892129,-0.017242,0.019196,0.999664,-20.242416,0.455765,-22.955063,4.05191,0.163987,0.496193,0.0492,0.0,3.90863,4.05191,3.98027,0.08961825,0.022999999999996218,wall,0.9926772178490909,-0.027255000943988247,-0.11768222502541296,115.91020833775801,0.6612764346520413,0.7753433412279881,right
161,first,0.1780000000000114,-2.8759999999999906,3,10.0,0.0,3,0,Pause,0.2923108981696816,126.0771795402495,1.991849,-0.662744,117.041801,-1.323924,6.76147,-1.566827,159.748352,160.768707,1.186348,134.535294,partitionwall_15.StaticMeshComponent0 partitionwall,-0.0345,-0.006622,0.999374,32.736267,1.633316,-32.805603,0.999941,-0.0345,-0.006668,0.999374,32.792923,1.634338,-32.815155,3.86911,0.497428,0.576789,0.850185,-0.033966,0.031494,0.998917,-20.215942,0.666748,-23.881943,3.907639,0.163176,0.495116,0.0,0.0,3.86911,3.907639,3.8883745,-0.0022772499999996,0.022000000000005487,wall,0.9926736212596113,-0.02715270946176797,-0.1177361967460054,18.677973921381145,0.3013567956453262,0.3328873621329699,right
161,first,0.2000000000000028,-2.853999999999999,3,10.0,0.0,3,0,Pause,-0.1081371287618339,126.07922341060204,1.983178,-0.655138,117.050598,-1.30464,6.727538,-1.596443,159.748245,160.768692,0.403862,134.530121,partitionwall_15.StaticMeshComponent0 partitionwall,-0.03569,0.004089,0.999344,32.797699,1.629349,-32.768463,0.991512,-0.03569,0.004089,0.999344,32.799194,1.629379,-32.768723,3.880615,0.497382,0.574949,0.76128,-0.028351,0.029037,0.999161,-20.250259,0.628738,-23.75795,3.905243,0.163247,0.495549,0.0,0.0,3.880615,3.905243,3.892929,0.0022772500000001,0.021999999999991388,wall,0.9927289786884994,-0.02766775323648599,-0.11714806999235697,32.39520684045224,2.041101637115727,0.6593646547501238,left
161,first,0.2220000000000084,-2.8319999999999936,3,10.0,0.0,3,0,Pause,-0.006220377699408197,127.2091354282177,1.972915,-0.654483,117.057976,-1.259475,6.701296,-1.591377,160.0121,160.768692,0.600485,136.709549,partitionwall_15.StaticMeshComponent0 partitionwall,-0.03569,0.004089,0.999344,32.797699,1.629349,-32.768463,0.991512,-0.03569,0.004089,0.999344,32.799194,1.629379,-32.768723,3.880615,0.497382,0.574949,0.76128,-0.028351,0.029037,0.999161,-20.250259,0.628738,-23.75795,3.905243,0.163247,0.495549,0.0,0.0,3.880615,3.905243,3.892929,0.0022772500000001,0.022000000000005626,wall,0.9927849512315942,-0.027581464808633133,-0.11669320206032227,16.907738465145957,1.2145434775917159,0.5753063826207896,left
161,first,0.2439999999999997,-2.8100000000000023,3,10.0,0.0,3,0,Pause,0.02392096541999722,127.10787546440321,1.962835,-0.644135,117.052437,-1.208706,6.634565,-1.577631,159.999603,160.768692,0.649074,136.517548,partitionwall_15.StaticMeshComponent0 partitionwall,-0.034012,-0.004501,0.999405,30.790756,1.600174,-32.430054,0.988661,-0.034515,-0.005936,0.999374,32.806686,1.640152,-32.777786,3.898071,0.496924,0.576136,0.822636,-0.021255,0.031876,0.999252,-20.245438,0.588226,-23.626587,3.942627,0.162344,0.495327,0.0,0.0,3.898071,3.942627,3.920349,0.0296972499999998,0.021999999999991277,wall,0.9929267246491111,-0.02734700527782528,-0.11553640456550031,27.34608387796036,3.0960623066705613,0.7032510470126072,right
161,first,0.2670000000000101,-2.786999999999992,3,10.0,0.0,3,0,Pause,-0.056757644759700465,125.9126040990034,1.961231,-0.629008,117.04023,-1.155257,6.501445,-1.550472,159.73735,160.768692,0.478732,134.215027,partitionwall_15.StaticMeshComponent0 partitionwall,-0.043259,-0.023453,0.998779,21.243744,1.45784,-31.167465,0.981043,-0.046585,-0.027664,0.99852,32.743378,1.678131,-33.117081,3.917114,0.500794,0.581407,0.690725,-0.031265,-0.008224,0.999466,-20.29776,0.662109,-24.124619,4.095139,0.164595,0.504175,0.0,0.0,3.917114,4.095139,4.0061265,0.1154747499999997,0.02300000000001043,wall,0.9932052326821142,-0.026883531732630823,-0.1132282716217447,54.39502738802763,5.905509094407697,0.8480042109426428,left
161,first,0.2940000000000111,-2.759999999999991,3,10.0,0.0,3,0,Pause,0.8611434437358629,124.1237249103704,1.962192,-0.608563,117.020081,-1.029054,6.31397,-1.457021,159.426178,160.768707,2.236454,130.771118,partitionwall_15.StaticMeshComponent0 partitionwall,-0.113342,-0.211533,0.970764,21.513397,0.746185,-31.068314,1.0,-0.118225,-0.218521,0.968628,32.063248,0.986649,-32.991592,3.828156,0.53519,0.633508,0.595729,-0.093826,-0.183594,0.9785,-20.418793,-0.209549,-23.42395,4.462082,0.180776,0.55674,0.02335,0.0,3.828156,4.462082,4.145118999999999,0.2544672499999993,0.027000000000000968,wall,0.9936128111336396,-0.025272836706653798,-0.10997665786841021,431.02475072825246,7.74872750599974,1.0637458383016742,right
161,first,0.3150000000000119,-2.73899999999999,3,10.0,0.0,3,0,Pause,7.1515203303879185,108.06580470486176,1.959248,-0.582325,116.995285,-0.845854,6.028051,-1.273837,160.447433,160.768784,14.388386,99.710136,partitionwall_15.StaticMeshComponent0 partitionwall,-0.114349,-0.255402,0.960037,21.904495,0.550308,-31.185532,0.927542,-0.121689,-0.259247,0.958099,32.083664,0.770996,-33.018417,3.941986,0.534807,0.647919,0.0,-0.083588,-0.239197,0.967361,-20.532654,-0.369781,-23.54422,4.371552,0.181971,0.572542,0.0,0.0,3.941986,4.371552,4.156769000000001,0.2661172500000006,0.021000000000000796,wall,0.9942248322258802,-0.022107895196986194,-0.10501535104631063,124.69147681799734,16.142661985237254,1.7247967417798287,right
161,first,0.3370000000000033,-2.7169999999999987,3,10.0,0.0,3,0,Pause,7.671867401287165,103.6932733143582,1.961771,-0.551569,116.958443,-0.717189,5.657589,-1.05991,161.65538,160.768799,15.367101,91.280144,partitionwall_15.StaticMeshComponent0 partitionwall,-0.113358,-0.269669,0.956253,25.72937,0.636688,-31.86554,0.923576,-0.118866,-0.276077,0.953751,32.110001,0.782913,-33.014664,3.867935,0.53354,0.650062,0.037612,-0.073181,-0.22261,0.972153,-20.549423,-0.423813,-23.530899,4.494644,0.180807,0.57136,0.0,0.0,3.867935,4.494644,4.1812895,0.2906377500000001,0.021999999999991415,wall,0.9949585483149118,-0.018407757687975992,-0.09858317093695325,41.23858521021591,19.419915131942275,2.1844822887442596,right
161,first,0.3570000000000135,-2.6969999999999885,3,10.0,0.0,3,0,Pause,7.916501611308532,101.75310284759003,1.973224,-0.513077,116.916084,-0.661442,5.224227,-0.881951,162.308365,160.768799,15.805738,87.56208,partitionwall_15.StaticMeshComponent0 partitionwall,-0.112656,-0.263947,0.957932,25.486862,0.630615,-31.804276,0.929553,-0.118835,-0.269241,0.955704,32.157776,0.779724,-33.002213,3.835785,0.531877,0.648947,0.036156,-0.069763,-0.226913,0.971405,-20.579391,-0.399063,-23.531891,4.45932,0.181308,0.57125,0.0,0.0,3.835785,4.45932,4.1475525,0.2569007499999998,0.020000000000010176,wall,0.9957280094496359,-0.015328400930384518,-0.0910536727561449,20.60614832103998,23.408713435949853,2.918514242725625,right
161,first,0.3780000000000001,-2.676000000000002,3,10.0,0.0,3,0,Pause,8.107771857073317,101.50498514466503,1.979017,-0.482059,116.859436,-0.629989,4.757308,-0.718892,162.401855,160.768799,16.147556,87.133751,partitionwall_15.StaticMeshComponent0 partitionwall,-0.092834,-0.238922,0.966583,4.32309,0.161255,-28.000351,0.940745,-0.117767,-0.252167,0.96048,32.173157,0.784714,-32.998642,3.815079,0.531214,0.646015,0.113322,-0.07048,-0.226898,0.971359,-20.580307,-0.39621,-23.530899,4.444824,0.181478,0.57114,0.0,0.0,3.815079,4.444824,4.1299515,0.2392997499999998,0.02099999999998664,wall,0.9964764905089285,-0.012503478918154237,-0.08293531743444596,91.16296463894612,23.541357263307756,3.087782624337145,right
161,first,0.4000000000000057,-2.6539999999999964,3,10.0,0.0,3,0,Pause,6.569462120119707,102.96330743422166,1.99424,-0.455165,116.806938,-0.623864,4.276429,-0.583527,161.594406,160.768784,13.145489,90.003746,partitionwall_15.StaticMeshComponent0 partitionwall,-0.089752,-0.233429,0.968216,1.718857,0.121323,-27.524033,0.940745,-0.117157,-0.242432,0.963058,32.240585,0.811554,-32.993774,3.826035,0.528715,0.643462,0.113322,-0.069672,-0.226715,0.971451,-20.579163,-0.382919,-23.52803,4.459702,0.181308,0.570644,0.0,0.0,3.826035,4.459702,4.1428685000000005,0.2522167500000005,0.02200000000000557,wall,0.9971641779032462,-0.010155937224981818,-0.07456848694740349,21.948869345978217,22.702465732452286,2.7690239684046456,right
161,first,0.4230000000000018,-2.631,3,10.0,0.0,3,0,Pause,6.614155731047606,102.4289587049194,2.023412,-0.437772,116.73217,-0.611702,3.638844,-0.374555,161.721222,160.768784,13.218089,89.034401,partitionwall_15.StaticMeshComponent0 partitionwall,-0.088776,-0.217529,0.972,1.718323,0.198959,-27.48291,0.955925,-0.120392,-0.219116,0.968231,32.285324,0.894577,-32.978363,4.016235,0.527358,0.636805,0.110111,-0.065704,-0.216232,0.974121,-20.528259,-0.307281,-23.483337,4.357529,0.179101,0.565854,0.0,0.0,4.016235,4.357529,4.186882000000001,0.2962302500000007,0.022999999999996135,wall,0.9979626054278594,-0.006523992022385604,-0.06346712295141538,42.95304817405641,29.16530847567862,3.570456346162873,right
161,first,0.456000000000003,-2.597999999999999,3,10.0,0.0,3,0,Pause,6.674522684664262,102.83864582665788,2.060059,-0.422192,116.656624,-0.657717,3.028956,-0.26523,161.535492,160.768784,13.32337,89.892708,partitionwall_15.StaticMeshComponent0 partitionwall,-0.097244,-0.1978,0.975403,6.674194,0.321136,-28.349213,0.953276,-0.125122,-0.215637,0.968414,32.328369,0.909164,-32.968079,4.032211,0.526488,0.635656,0.163952,-0.067596,-0.178635,0.981583,-20.511124,-0.301971,-23.454681,4.479614,0.17909,0.559091,0.0,0.0,4.032211,4.479614,4.2559125,0.36526075,0.033000000000001195,wall,0.9985922583447703,-0.004622653165914416,-0.052840634473845655,38.67752758877108,18.7750394397614,2.5878392454930665,right
161,first,0.4890000000000043,-2.5649999999999977,3,10.0,0.0,3,0,Pause,7.409494887082271,103.43693526916695,2.1036,-0.419748,116.575096,-0.708556,2.336129,-0.229842,161.408234,160.768784,14.748541,91.121368,partitionwall_15.StaticMeshComponent0 partitionwall,-0.088074,-0.195023,0.976822,3.73584,0.265915,-27.814178,0.954684,-0.116135,-0.211777,0.970383,32.354843,0.932159,-32.960541,4.041473,0.524241,0.63413,0.235688,-0.064224,-0.180649,0.981445,-20.511124,-0.298523,-23.45401,4.473526,0.178508,0.559289,0.0,0.0,4.041473,4.473526,4.2574995,0.3668477499999998,0.033000000000001306,wall,0.9991608511955719,-0.004008154914164751,-0.04076184652740968,19.74642445096811,21.022066416985503,2.801778033292466,right
161,first,0.5230000000000103,-2.530999999999992,3,10.0,0.0,3,0,Pause,6.62575366844809,102.54135588349831,2.143692,-0.432348,116.486069,-0.707942,1.617389,-0.220829,161.490662,160.768784,13.245181,89.463333,partitionwall_15.StaticMeshComponent0 partitionwall,-0.086899,-0.189972,0.977921,2.291672,0.241226,-27.550446,0.969223,-0.116577,-0.204956,0.971786,32.372162,0.940796,-32.959274,4.035904,0.523697,0.632755,0.263301,-0.064346,-0.178452,0.981827,-20.509033,-0.289032,-23.450607,4.43692,0.178508,0.558543,0.0,0.0,4.035904,4.43692,4.236412,0.3457602499999996,0.034000000000006025,wall,0.9995941704834682,-0.003852648065347517,-0.02822501440836398,15.5914858291138,21.141071803307735,2.895518430879223,right
161,first,0.5560000000000116,-2.4979999999999905,3,10.0,0.0,3,0,Pause,6.574242484259129,101.89380840629238,2.188209,-0.445306,116.4011,-0.692115,0.936412,-0.171319,161.62825,160.768784,13.161095,88.280769,partitionwall_15.StaticMeshComponent0 partitionwall,-0.081161,-0.178589,0.98056,2.732178,0.293686,-27.621078,0.978352,-0.103119,-0.177658,0.978668,32.385529,1.021332,-32.95282,3.957535,0.521393,0.625548,0.234089,-0.063919,-0.17926,0.98172,-20.509552,-0.276611,-23.442154,4.392227,0.178509,0.558158,0.0,0.0,3.957535,4.392227,4.174881,0.2842292500000001,0.03300000000000125,wall,0.9998619787344791,-0.0029896768363352156,-0.016342744983207928,25.760380819820785,20.690106419713295,2.933202478611405,right
161,first,0.5890000000000128,-2.464999999999989,3,10.0,0.0,3,0,Pause,6.170032993047425,101.91422161234374,2.241585,-0.451851,116.319038,-0.683423,0.330595,-0.099655,161.480179,160.768768,12.387789,88.388519,partitionwall_15.StaticMeshComponent0 partitionwall,-0.077408,-0.165268,0.9832,1.77681,0.29567,-27.442184,0.976621,-0.095322,-0.164902,0.981689,32.384201,1.038834,-32.95166,3.860519,0.520443,0.62288,0.265488,-0.064362,-0.165512,0.9841,-20.508514,-0.245422,-23.43071,4.381973,0.178684,0.554679,0.0,0.0,3.860519,4.381973,4.121246,0.2305942500000002,0.03300000000000125,wall,0.9999818411917584,-0.001739278036200538,-0.0057699392244905225,26.42875862287712,18.486072753827106,2.9730973490026606,right
161,first,0.6230000000000047,-2.4309999999999974,3,10.0,0.0,3,0,Pause,6.041058723453565,102.56383602842516,2.302335,-0.44446,116.258682,-0.689003,0.028297,0.036729,161.169144,160.768768,12.1353,89.695213,partitionwall_15.StaticMeshComponent0 partitionwall,-0.075607,-0.143295,0.986786,0.848007,0.313385,-27.257309,0.983927,-0.09259,-0.134766,0.986526,32.368591,1.099106,-32.914047,3.810699,0.520688,0.615757,0.373233,-0.064087,-0.149033,0.98674,-20.508514,-0.218948,-23.424637,4.354187,0.178782,0.550941,0.0,0.0,3.810699,4.354187,4.082443,0.1917912499999996,0.033999999999991815,wall,0.9999996725759619,0.000641041858881253,-0.0004938757983596868,38.231535963234364,9.754089314415829,2.5280495848166407,right
161,first,0.6560000000000059,-2.397999999999996,3,10.0,0.0,3,0,Pause,6.2007958907871386,104.47768598390127,2.368636,-0.429618,116.25631,-0.698049,0.055222,0.259502,160.5569,160.768768,12.436251,93.400688,partitionwall_15.StaticMeshComponent0 partitionwall,-0.080856,-0.142853,0.98642,0.971069,0.349884,-27.265839,0.977631,-0.106842,-0.132324,0.985428,32.364594,1.137238,-32.900406,3.9151,0.522762,0.614026,0.38679,-0.063034,-0.149994,0.986664,-20.508896,-0.188828,-23.410568,4.336609,0.178684,0.549957,0.0,0.0,3.9151,4.336609,4.1258545,0.23520275,0.03300000000000125,wall,0.999989278896902,0.004529146727208003,-0.0009638055703196788,13.705008429466755,6.799822951649752,2.0601010854065724,right
161,first,0.6890000000000072,-2.364999999999995,3,10.0,0.0,3,0,Pause,7.014436713934989,104.81457354208365,2.412382,-0.414109,116.277985,-0.752905,0.253591,0.511447,160.560562,160.768784,14.004228,94.028229,partitionwall_15.StaticMeshComponent0 partitionwall,-0.081573,-0.139923,0.986786,3.263275,0.479019,-27.681763,0.981924,-0.105927,-0.131775,0.985596,32.38652,1.12413,-32.924988,3.8629,0.521917,0.614619,0.418884,-0.061661,-0.146515,0.987274,-20.508896,-0.047546,-23.401917,4.287018,0.178587,0.544601,0.0,0.0,3.8629,4.287018,4.074959,0.1843072499999998,0.03300000000000125,wall,0.9999503653291726,0.00892622812435471,-0.004425983452956166,13.553147336812032,9.717120104505428,1.5522865098401355,right
161,first,0.7230000000000132,-2.330999999999989,3,10.0,0.0,3,0,Pause,7.325276131583387,105.21657624818415,2.448723,-0.393438,116.286362,-0.832403,0.351017,0.675056,160.473145,160.768784,14.591334,94.795967,partitionwall_15.StaticMeshComponent0 partitionwall,-0.077454,-0.13887,0.987274,1.620544,0.449554,-27.388107,0.981198,-0.10051,-0.128418,0.986603,32.39476,1.119598,-32.939011,3.901627,0.520797,0.614417,0.435485,-0.060852,-0.146332,0.98735,-20.508896,-0.032257,-23.3965,4.281509,0.178473,0.544009,0.0,0.0,3.901627,4.281509,4.091568,0.2009162499999996,0.034000000000006025,wall,0.9999118285900642,0.011781456154286711,-0.006126364057032723,11.323682497874422,5.6005266326957255,1.2541049038501466,right
161,first,0.7560000000000002,-2.298000000000002,3,10.0,0.0,3,0,Pause,7.380417318958513,105.20151953180331,2.475777,-0.373983,116.294098,-0.81604,0.268611,0.939165,160.459579,160.768784,14.682491,94.755989,partitionwall_15.StaticMeshComponent0 partitionwall,-0.070419,-0.138992,0.987778,1.859085,0.462967,-27.414871,0.988124,-0.094452,-0.133102,0.986588,32.418411,1.108856,-32.936569,3.845032,0.519149,0.61542,0.373052,-0.052811,-0.143234,0.988266,-20.494232,-0.00946,-23.3759,4.250275,0.176682,0.542488,0.0,0.0,3.845032,4.250275,4.0476535,0.15700175,0.03299999999998704,wall,0.999854674158128,0.016390607337719857,-0.0046881291838535965,14.816263710531695,8.383718819080682,1.0366390016066362,right
161,first,0.7900000000000063,-2.263999999999996,3,10.0,0.0,3,0,Pause,7.183310685590345,104.926850532005,2.479141,-0.352144,116.280457,-0.817649,0.095957,1.192017,160.485825,160.768784,14.279503,94.235077,partitionwall_15.StaticMeshComponent0 partitionwall,-0.070206,-0.141266,0.987473,1.876602,0.468262,-27.415573,0.985727,-0.089966,-0.136871,0.986481,32.435867,1.113647,-32.942596,3.799469,0.517936,0.615834,0.394551,-0.055756,-0.14444,0.98793,-20.459122,-0.003433,-23.3759,4.224945,0.175948,0.542488,0.0,0.0,3.799469,4.224945,4.012207,0.1215552500000001,0.034000000000006025,wall,0.9997821895542244,0.0208030914289339,-0.0016747648074281166,9.888048302300183,9.005133201691525,0.7637637284343424,right
161,first,0.8230000000000075,-2.2309999999999945,3,10.0,0.0,3,0,Pause,7.526377174085261,104.53370392357675,2.476813,-0.320745,116.268501,-0.890279,-0.032669,1.416974,160.647675,160.768784,14.915858,93.483276,partitionwall_15.StaticMeshComponent0 partitionwall,-0.073013,-0.139755,0.987488,2.8647,0.47789,-27.576736,0.987499,-0.086639,-0.137802,0.986649,32.44455,1.115509,-32.945587,3.773895,0.517179,0.615909,0.385402,-0.062271,-0.141281,0.988007,-20.405457,-0.023697,-23.353119,4.219269,0.17524,0.542438,0.0,0.0,3.773895,4.219269,3.996582,0.1059302500000001,0.03300000000000125,wall,0.9996940453216688,0.02472833680942071,0.0005701815824390155,9.08225537679285,7.852535694790709,1.0205702150366198,right
161,first,0.855000000000004,-2.198999999999998,3,10.0,0.0,3,0,Pause,8.071669294913415,104.54517171316306,2.466674,-0.307941,116.256737,-0.862767,-0.100322,1.622853,160.75235,160.768799,15.961604,93.51799,partitionwall_15.StaticMeshComponent0 partitionwall,-0.085297,-0.140564,0.986374,32.126022,1.110489,-32.90506,0.985687,-0.085358,-0.140717,0.986359,32.456772,1.117508,-32.962341,3.751114,0.516586,0.616424,0.33548,-0.075745,-0.117035,0.990219,-20.372284,-0.003433,-23.812866,4.184814,0.175038,0.5419,0.0,0.0,3.751114,4.184814,3.967964,0.0773122500000003,0.031999999999996476,wall,0.9995973664032046,0.028320297663818453,0.0017509483175024523,24.706380823800725,6.772173435576349,0.6289977091883077,right
161,first,0.88900000000001,-2.164999999999992,3,10.0,0.0,3,0,Pause,9.327863789631985,104.48540721817609,2.463235,-0.304353,116.2491,-0.83392,-0.07046,1.776841,161.034302,160.768829,18.396828,93.409607,partitionwall_15.StaticMeshComponent0 partitionwall,-0.075958,-0.14061,0.987137,32.316452,1.114395,-32.931885,0.982603,-0.076019,-0.140656,0.987122,32.476669,1.118027,-32.961182,3.741791,0.514542,0.616353,0.402625,-0.055664,-0.125793,0.990479,-20.365128,-0.079422,-23.300186,4.168594,0.172915,0.541114,0.0,0.0,3.741791,4.168594,3.9551925,0.0645407499999999,0.034000000000006025,wall,0.9995184191806309,0.031006731724571218,0.0012297586809930038,19.9443286532721,4.613429132059047,0.26799304398865403,right
161,first,0.9230000000000018,-2.131,3,10.0,0.0,3,0,Pause,8.662156720711932,104.5668495904909,2.460296,-0.301039,116.253662,-0.87989,-0.025279,1.854131,160.87027,160.768799,17.100914,93.563835,partitionwall_15.StaticMeshComponent0 partitionwall,-0.072418,-0.136887,0.98793,32.427109,1.114838,-32.927567,0.979668,-0.072449,-0.136902,0.98793,32.495178,1.116409,-32.940155,3.743103,0.513371,0.615613,0.423396,-0.047073,-0.124878,0.991043,-20.34935,-0.108337,-23.17749,4.155716,0.171261,0.540752,0.0,0.0,3.743103,4.155716,3.9494095,0.0587577499999998,0.033999999999991815,wall,0.9994763412622125,0.03235503976356163,0.0004412017672976628,12.908054367584198,2.633143552138726,0.18701849593059452,right
